state_code,city,lat,lon,price_per_gallon,name,address,opis_id
WI,Jefferson,45.580308,-88.919449,3.3823,KWIK TRIP #872,SR-26,68926
VA,Rosedale,38.175219,-80.261144,3.749,MARATHON,US-19 & SR-80,68927
NM,Moriarty,34.9898,-106.0492,3.244,PILOT TRAVEL CENTER #475,"I-40, EXIT 196 & SR-41",68928
NC,High Point,35.283007,-79.903478,3.529,SPEEDWAY #6953,"I-74/US-311, EXIT 65",68929
SC,Hardeeville,33.909833,-81.536183,3.3757,PILOT #4569,"I-95, EXIT 5",68930
PA,Mountville,39.608399,-77.889167,3.979,RUTTERS #23,US-30 & SR-462,68933
ID,Nampa,43.5407,-116.5635,3.899,JACKSONS FOOD STORES #144,I-84 & SR-55,68935
NC,Burgaw,36.553595,-78.491713,3.599,AMOCO,US-421/SR-11 & SR-53,68936
PA,Kane,39.831928,-76.159755,3.7157,LANTZ CORNERS MINI MART #255,US-6 & US-219,68937
TX,Borger,32.495663,-95.73699,3.0157,TOOT N TOTUM #23,SR-136/207 & SR-152,68938
MA,North Billerica,41.612524,-71.380106,3.6823,ALLTOWN MARKETS #2743,"US-3, EXIT 28",68941
OH,Vandalia,41.488783,-82.191386,3.3523,FLYING J #97,"I-75, EXIT 64",68946
AZ,Tucson,32.2226,-110.9747,3.3023,PILOT TRAVEL CENTER #593,"I-10, EXIT 268",68947
VA,Orange,36.763455,-79.74938,3.3323,JOES KWIK MARTS #475,US-15 & SR-20,68949
MN,Chatfield,46.241513,-93.573721,3.4823,KWIK TRIP #608,US-52 & SR-30,68950
WI,Neillsville,45.662661,-87.613567,3.339,KWIK TRIP #313,US-10 & SR-73,68951
ID,Fruitland,45.187518,-113.640593,3.3657,MAVERIK COUNTRY STORE #425,"I-84, EXIT 376, US-30/US-95",68952
WI,Madison,43.0731,-89.4012,3.599,SPEEDWAY #4533,"US-18/US-12, EXIT 146",68956
ND,Alexander,48.875971,-101.010483,3.5257,TA EXPRESS #6259,US-85/SR-200,68957
OH,South Vienna,41.535842,-81.061974,3.159,SPEEDWAY #5215,"I-70, EXIT 66 & SR-54",68959
UT,Ogden,38.94415,-113.247728,3.3923,MAVERIK COUNTRY STORE #484,"I-15/84, EXIT 343 & SR-126",68960
OK,Cherokee,34.865342,-98.790682,3.269,JIFFY TRIP #201,US-64/SR-58,68964
UT,Salt Lake City,40.7608,-111.891,3.389,MAVERIK COUNTRY STORE #474,"I-80, EXIT 115, CR-154",68969
TX,Odessa,31.919193,-97.042873,3.5657,FLYING J #580,"I-20, EXIT 121",68971
NJ,Penns Grove,39.234198,-74.088658,3.899,SUNOCO CLARA BARTON PLAZA #7005,NJTP MM 5 SB,68972
TX,Karnes City,32.142722,-99.354637,3.174,STRIPES #40801,US-181 & SR-123 & CR-347,68974
NV,Battle Mountain,39.578221,-118.917139,3.389,MAVERIK COUNTRY STORE #453,"I-80, EXIT 223 & SR-305",68976
UT,Monticello,40.355914,-110.335963,3.489,MAVERIK COUNTRY STORE #444,US-491 & US-666,68977
ID,Nampa,43.5407,-116.5635,3.3857,MAVERIK COUNTRY STORE #287,"I-84, EXIT 36 & US-30",68978
AZ,Holbrook,34.902,-110.1598,3.224,MAVERIK COUNTRY STORE #478,"I-40, EXIT 286 & SR-77",68979
MO,Macon,38.414909,-91.785427,3.239,PETRO-CARD 24 #910450,US-63 & US-36,68981
MI,Grand Blanc,42.297206,-83.380213,3.799,SHELL,US-23,68982
MO,Eagleville,39.603144,-91.76778,3.789,LOVES TRAVEL STOP #500,"I-35, EXIT 106",68985
TX,Cotulla,28.4366,-99.2337,3.339,STRIPES #40535,I-35,68987
TX,Burnet,30.742722,-96.866402,2.9573,7-ELEVEN #40547,US-281 & SR-29,68988
VA,Norfolk,36.8508,-76.2859,3.809,QUARLES #4907,SR-166,68989
TN,Jasper,34.330198,-85.765874,3.2523,LOVES TRAVEL STOP #490,"I-24, EXIT 158",68990
WA,Ritzville,48.583255,-122.169906,3.987,LOVES TRAVEL STOP #514,"I-90/US-395, EXIT 221 & SR-261",68991
KS,Saint Marys,39.203071,-95.994133,2.9673,SHORT STOP #24,US-24,68992
KS,Clay Center,38.991306,-96.805898,2.9723,SHORT STOP #22,SR-15,68993
KS,Washington,38.9072,-77.0369,2.9023,SHORT STOP #25,US-36 & SR-15,68994
CT,Darien,41.533076,-74.95243,3.8323,ALLTOWN MARKETS #839,"I-95, EXIT 10",68995
ID,Idaho Falls,43.4917,-112.0339,3.479,BLU / DRIVEN FUELS,"I-15, EXIT 113",68996
WI,Stevens Point,43.227367,-91.566508,3.584,KWIK TRIP #863,US-10,69002
NY,Ticonderoga,41.606902,-77.02158,3.749,Maplefields,HWY 9 N & ROUTE 22,69004
OH,Lore City,39.771136,-83.00315,3.2323,SPEEDWAY #1017,"I-70, EXIT 186 & SR-285",69005
OH,Belmont,40.488783,-84.167856,3.539,PILOT #449,"I-70, EXIT 208",69006
TN,Nashville,36.1627,-86.7816,3.2423,SPEEDWAY #7136,US-41 & US-70,69007
TN,Cookeville,34.600786,-85.85411,3.0773,SPEEDWAY #7137,SR-42 & SR-111,69008
TX,Rhome,29.848605,-97.942873,3.1757,PILOT #1140,US-287,69009
TX,Lufkin,31.3382,-94.7291,3.659,PILOT TRAVEL CENTER #1023,US-69 & US-59/SR-287,69010
TN,Lebanon,34.330198,-86.542345,3.024,SPEEDWAY #7124,US-231/SR-10,69013
WI,Milwaukee,43.0389,-87.9065,3.599,SPEEDWAY #4100,"I-94, EXIT 308 & US-41",69014
TN,Chattanooga,35.0456,-85.3097,3.149,Joe's Kwik Mart,"I-75, EXIT 7 & US-11 & US-64",69015
KY,Corbin,36.9489,-84.0966,3.519,SPEEDWAY #7606,"I-75, EXIT 25",69016
LA,Bossier City,31.552313,-91.382511,2.999,SHELL,US-71 & SR-511,69017
ND,Grassy Butte,47.687736,-100.9046,3.6407,SWEET CRUDE TRAVEL CENTER,HWY 85 & SR 200,69021
SC,Simpsonville,33.956892,-81.624419,3.0657,SPINX #134 (DISCOUNT AVAILABLE),SR-55 & 418,69027
OH,Dayton,41.771136,-83.620797,3.319,LOVES TRAVEL STOP #427,"I-75, EXIT 51",69028
MO,Saint Louis,38.627,-90.1994,3.114,LOVES TRAVEL STOP #461,"I-70, EXIT 246A",69029
SC,Lexington,38.0406,-84.5037,3.4073,LOVES TRAVEL STOP #424,"I-20, EXIT 51",69030
TX,Pecos,31.4229,-103.4932,3.452,LOVES TRAVEL STOP #492,"I-20, EXIT 42 & US-285",69031
SC,Hartsville,34.803951,-79.030301,3.3657,REFUEL #1038,US-15 & SR-151,69036
NC,Siler City,35.941831,-78.03289,2.949,CIRCLE K #2723192,US-64 & US-421,69037
SC,Society Hill,33.568657,-82.965595,3.399,REFUEL #1028,US-421/US-52 & US-15,69038
NC,Farmville,35.835948,-80.062301,2.899,SPEEDWAY #7960,US-258/US-13,69041
SC,Georgetown,33.074539,-79.595007,2.999,Joes Kwik Mart #7012,US-17/701,69042
WI,Wausau,45.333249,-89.660626,3.3323,KWIK TRIP #204,"US-51, EXIT 188",69043
GA,Brunswick,31.964148,-83.528368,3.4607,TA BRUNSWICK #6258,"I-95, EXIT 29",69045
MI,Muskegon,41.991324,-86.786095,3.327,SPEEDWAY #6303,"I-96, EXIT 4 & US-31",69046
IL,Alsip,40.002398,-89.153784,3.219,SPEEDWAY #7461,I-294 & SR-50/SR-31,69047
IN,Indianapolis,39.7684,-86.1581,3.6623,QUICK FUEL #2104,"I-74, EXIT 11",69048
AR,North Little Rock,35.281469,-93.564299,3.369,CIRCLE K #2741787,"I-440, EXIT 7 & US-165",69049
IL,Mascoutah,40.578869,-87.689078,3.839,PILOT TRAVEL CENTER #1225,"I-64, EXIT 23 & SR-4",69051
AZ,Wikieup,32.453288,-111.051809,3.869,PILOT DEALER #1193,US-93,69052
AZ,Wittmann,33.747406,-112.798868,4.899,PILOT #1192,US-60,69053
FL,Waldo,28.336867,-79.648548,3.799,PILOT DEALER #1058,US-301 & SR-200,69055
IL,Fairfield,39.920045,-87.61849,3.744,MACH ONE FOOD SHOP #18,US-45/SR-15,69057
IL,Joliet,39.002398,-89.965549,3.549,FOOD N FUEL,SR-53,69058
AL,Moody,31.706671,-87.54113,3.1757,LOVES TRAVEL STOP #530,"I-20, EXIT 147",69059
SC,Piedmont,33.980421,-80.124419,3.0657,SPINX #125 (DISCOUNT AVAILABLE),US-25 & SR-331,69061
NC,Rich Square,34.200654,-78.844654,3.699,DUCK THRU #7,US-258,69064
OH,Lima,40.747607,-83.585503,3.0807,AP FUEL STOP,"I-75, EXIT 120",69067
SC,Greenville,34.862774,-80.636183,3.799,SPINX #179 (DISCOUNT AVAILABLE),SR-291,69069
UT,Springville,40.34415,-113.900669,3.749,LOVES TRAVEL CENTER #518,"I-15, EXIT 260 & SR-77",69073
MD,Aberdeen,39.128652,-74.569748,3.8323,A PLUS MINI MARKET,"I-95, MM 82",69076
TX,George West,32.272134,-95.684049,3.199,FLYING J #554,"I-37, EXIT 56",69077
TX,Big Spring,29.83684,-96.531108,3.659,PILOT #559,"I-20, EXIT 178",69078
ND,Stanley,48.864206,-100.092836,3.549,Circle K #2746432,SR-2,69079
TX,Waxahachie,31.166252,-99.089932,2.849,TIGER MART #79,SR-287 & FM-664,69084
NE,Ogallala,41.1283,-101.7196,3.014,FATDOGS OGALLALA,"US-80, EXIT 126 & US-26/SR-61",69085
NJ,Perth Amboy,40.598904,-73.012187,3.419,SPEEDWAY #3478,US-9 & SR-184,69088
IN,Indianapolis,39.7684,-86.1581,3.229,SPEEDWAY #6670,US-36/SR-67,69091
NV,Reno,39.5296,-119.8138,3.999,JACKSONS FOOD STORE #23,"SR-395, EXIT 78",69095
PA,Hermitage,40.408399,-78.365637,3.9373,SPEEDWAY #2907,US-62 & SR-18,69096
TX,Dallas,32.7767,-96.797,2.899,CIRCLE K #2741192,"I-30, EXIT 42B & SR-180",69097
TX,Dripping Springs,31.225075,-96.142873,3.049,CIRCLE K #2741318,SR-285 & CR-160,69098
LA,Rayne,32.387607,-92.953099,3.149,LOVES TRAVEL STOP #523,"I-10, EXIT 92",69099
ID,Idaho Falls,43.4917,-112.0339,3.599,DADS NORTH YELLOWSTONE,US-26,69100
AL,Moody,31.706671,-87.54113,3.1223,BROMPTON VALERO,"I-20, EXIT 147 WEST",69101
IL,Rantoul,39.449457,-90.089078,3.699,CIRCLE K #4701445,"I-57, EXIT 250 & US-36",69102
TX,Andrews,31.519193,-98.895814,3.689,LOVES TRAVEL STOP #539,US-385 & FM-1910,69103
TX,Dallas,32.7767,-96.797,2.9757,QUIKTRIP #970,SR-12 & SR-180,69104
SC,Simpsonville,33.956892,-81.624419,2.9657,SPINX #201,"I-185, EXIT 1A, I-385, EXIT 30",69106
PA,Claysburg,40.902517,-77.536226,3.644,SHEETZ #497,"I-99, EXIT 15 & US-220 (BUSINESS)",69109
PA,Blairsville,41.98487,-77.783284,3.5273,SHEETZ #498,US-22/US-119,69110
IL,Oglesby,40.261222,-88.130255,3.489,LOVES TRAVEL STOP #529,"I-39, EXIT 54",69112
SD,Hartford,41.7658,-72.6851,2.9773,BP,"I-90, EXIT 387/CR-151",69115
OH,Waterville,41.077018,-82.350209,3.699,SPEEDWAY #6395,US-24 & SR-64,69117
NM,Bernalillo,35.340515,-106.539658,3.5257,CIRCLE K #2741217,"I-24, EXIT 242 & US-550/SR-24",69119
MS,Leland,33.488705,-90.252225,3.299,DOUBLE QUICK #61,US-82,69122
OK,Ada,34.488871,-98.155388,3.1073,LATTA TRAVEL STOP,SR-1,69123
FL,Fort Pierce,27.395691,-82.577959,3.5057,LOVES TRAVEL STOP #467,"I-95, EXIT 131 & SR-68",69124
IA,Brooklyn,41.111539,-92.91935,3.819,TA BROOKLYN,"I-80, EXIT 197",69125
LA,Amite,29.752313,-92.158981,2.999,TALL TIMBERS TRUCK STOP,"I-55, EXIT 46 & SR-16",69127
MI,Houghton Lake,41.9325,-84.191977,3.399,BEACON & BRIDGE #34,"US-127, EXIT 194 & SR-55",69128
TX,Big Lake,29.778016,-96.584049,4.059,PILOT #1001,US-67 & SR-137,69132
NM,Hobbs,32.7026,-103.136,3.729,PILOT TRAVEL CENTERS #557,US-180 & US-62,69133
OK,Choctaw,35.900636,-98.137741,3.3373,LOVES TRAVEL STOP #486,"I-40 & US-270, EXIT 166",69134
OH,Brookville,40.853489,-83.479621,3.3407,SPEEDWAY #8013,"I-70, EXIT 21",69135
TX,Waco,31.5493,-97.1467,2.889,CIRCLE K #2741564,"I-35/US-77, EXIT 338B",69137
TX,Cuero,29.0988,-97.2892,3.099,CIRCLE K #2741545,SR-72 & US-87,69139
KS,Dodge City,37.7528,-100.0171,3.789,LOVES TRAVEL STOP #558,US-283 & US-400/US-56,69141
CO,Grand Junction,39.0639,-108.5506,3.989,LOVES TRAVEL STOP #517,"I-70, EXIT 26 & US-50/6",69142
IL,Harrisburg,40.202398,-89.206725,3.689,MACH 1 #21,US-45 & SR-34,69143
TX,Llano,32.43684,-98.366402,3.2323,STRIPES 7FLEET #42530,SR-71 & SR-16,69144
WV,Ripley,38.532402,-81.580924,3.499,SPEEDWAY #9561,"I-77, EXIT 132",69145
PA,Drums,39.114281,-75.136226,3.569,DRUMS FUEL STOP,I-80 EXIT 262,69146
TN,Memphis,35.1495,-90.049,2.969,BLU STATION- LAMAR AVE,"I-240, EXIT 30",69149
IN,Plainfield,39.690602,-84.767102,3.479,BLU STATION,"I-70, EXIT 66 & SR-267",69150
CO,Grand Junction,39.0639,-108.5506,3.999,PILOT #592,"I-70, EXIT 26 & US-50",69151
AR,Searcy,36.328528,-92.329005,3.3623,LOVES TRAVEL STOP #557,"US-64/167, EXIT 44 & SR-367",69152
AL,Cullman,31.341965,-87.417601,3.859,Pilot Travel Center #1550,"I-65, EXIT 304 & SR-69/CR-437",69153
OK,Tonkawa,35.394754,-98.931858,3.5957,PILOT TRAVEL CENTERS #1004,"I-35, EXIT 214 & US-60",69155
TN,Memphis,35.1495,-90.049,2.969,BLU STATION,"I-55, EXIT 5A",69156
PA,Lawrenceville,39.878987,-75.365637,3.699,EXXON,US-15 & SR-49,69159
IN,Goshen,39.98472,-84.255337,3.549,Shell,US-20 & SR-15,69162
SD,Sioux Falls,44.47037,-99.447652,3.099,CUBBYS #406,"I-229, EXIT 9 & SR-115",69163
TX,Killeen,30.589781,-97.219343,2.7623,CIRCLE K #2741557,US-190 & SR-195 & SR-3470,69164
OK,Shattuck,35.994754,-97.731858,3.2323,EL TIPI QUICK STOP,US-283 & SR-15,69165
KS,Garden City,39.156012,-96.752957,3.399,HOBO TRUCK STOP 2,US-50/400 & US-83,69167
TX,Cisco,32.260369,-98.472285,3.1273,STRIPES 7FLEET #42470,I-20 EXIT 324 & CR-134,69168
IL,Tuscola,39.33181,-87.759666,3.229,LAMBOS #5,"I-57, EXIT 212 & SR-36/CR-950",69169
WV,Parkersburg,37.897108,-82.269159,3.464,SPEEDWAY #9381,US-50 & SR-14,69170
IA,Davenport,43.252715,-94.966408,3.649,KWIK STAR #215,US-61,69171
WI,Eau Claire,45.697955,-91.037096,3.4073,KWIK TRIP #210,"US-53, EXIT 90",69172
WI,Boscobel,45.545014,-87.47239,3.474,KWIK TRIP #231,US-61 & SR-310,69173
WI,Rhinelander,44.603837,-91.054743,3.4523,KWIK TRIP #860,SR-17,69174
MN,Norwood Young America,45.876807,-94.791368,3.674,KWIK TRIP #854,US-212 & CR-33,69175
MT,Sidney,47.457219,-108.592588,3.384,FLYING J TRAVEL PLAZA #1015- TOWN PUMP,SR-200/SR-16 & CR-123,69176
IA,Shelby,43.48801,-93.325232,3.649,LOVES TRAVEL STOP #426,"I-80, EXIT 34",69177
FL,North Fort Myers,27.783926,-80.725018,3.789,LOVES TRAVEL STOP #495,"I-75, EXIT 143 & CR-78",69178
NY,Clifton Park,43.442197,-76.192169,3.899,XtraMart #1513,"I-87, EXIT 10 & US-9",69182
OH,Jeffersonville,41.418195,-81.097268,3.229,SPEEDWAY #7611,"I-71, EXIT 65 & SR-435",69183
VA,Franklin,39.128161,-77.719968,3.889,LOVES TRAVEL STOP #560,US-258 & US-58,69185
IN,Angola,40.278838,-87.625925,3.889,LOVES TRAVEL STOP #551,US-20 & CR-127,69186
MS,Indianola,32.535764,-87.816931,3.3157,LOVES TRAVEL STOP #559,US-82 & US-49,69187
MT,Belgrade,45.527807,-110.216118,3.6307,PILOT TRAVEL CENTER #1013-TOWN PUMP,"I-90, EXIT 298",69188
TX,Fort Stockton,32.213311,-98.101696,3.649,LOVES TRAVEL STOP #542,"I-10, EXIT 261/US-67 & I-10 BUS",69189
FL,Defuniak Springs,27.136867,-82.207371,3.609,LOVES TRAVEL STOP #561,"I-10, EXIT 70 & US-90 & SR-285",69190
WV,New Martinsville,37.108873,-83.080924,3.3173,Certified Oil #400305,SR-2 & SR-7,69193
MD,North East,37.669828,-77.640336,3.8323,CHESAPEAKE HOUSE SUNOCO,"I-95, EXIT 97",69194
IL,Lincoln,40.8136,-96.7026,3.299,BECKS EXPRESS MART #22,"I-55, EXIT 126",69200
MN,Brainerd,44.653278,-96.079604,3.4457,CASEYS #3654,SR-210,69201
IL,Mokena,39.072986,-90.124372,3.339,SPEEDWAY #1414,US-45,69203
FL,Tallahassee,28.61922,-81.025018,3.619,CIRCLE K #2705988,"I-10, EXIT 209A & US-90/SR-10",69207
MN,Stacy,45.441513,-95.550192,3.3773,KWIK TRIP #213,"I-35/US-61, EXIT 139 & CR-19",69211
TX,Tilden,32.530958,-96.689932,3.199,Circle K #2741498,SR-72 & SR-16,69213
CO,Rifle,40.124517,-107.366986,3.4623,MAVERIK #5031,"I-70, EXIT 90 & US-24",69214
NJ,North Brunswick,41.257728,-72.341599,3.159,GASWAY,US-1,69215
OH,Seville,41.0003,-81.8687,3.0657,Circle K #4705624,"I-76, EXIT 2 & US-224",69217
NY,Campbell,41.277491,-76.280404,3.949,DANDY MINI MART #58,"I-86, EXIT 41 & US-17/15",69218
FL,Palmetto,28.172161,-80.583842,3.699,CIRCLE K #2705097,"I-275, EXIT 2 & US-41",69220
IL,Morris,39.120045,-89.083196,3.799,PILOT TRAVEL CENTER #483,"I-80, EXIT 112 & SR-47",69221
TX,Childress,34.4265,-100.204,3.799,PILOT TRAVEL CENTERS #1003,US-287 & US-283,69222
AL,Ozark,32.1302,-85.070542,3.989,LOVES TRAVEL STOP #566,"US-231/CR-53, EXIT 12",69223
TX,Odem,30.048605,-97.925226,3.199,STRIPES #40812,US-77,69226
TX,Terrell,32.7357,-96.2752,2.8707,QUIKTRIP #993,"I-20, EXIT 501 & SR-34",69228
TN,Jackson,32.2988,-90.1848,3.399,SPEEDWAY #7154,"I-40, EXIT 87 & US-70",69229
NC,Denver,39.7392,-104.9903,3.189,JOES KWIK MARTS #6013,SR-16 & SR-73,69230
OH,Chillicothe,39.618195,-83.797268,3.799,PILOT TRAVEL CENTER #597,US-23 & US-50,69233
MN,Duluth,46.029748,-94.72078,3.499,KWIK TRIP #220,US-53/SR-194,69234
WI,Superior,42.803837,-87.790037,3.339,KWIK TRIP #203,US-2 & SR-35,69235
WI,Seymour,43.227367,-89.837096,3.3907,KWIK TRIP #225,SR-54/SR-55,69236
WI,Big Bend,45.650896,-90.490037,3.3323,KWIK TRIP #239,"I-43, EXIT 50 & SR-164",69237
WI,Fond Du Lac,45.368543,-87.807684,3.3407,KWIK TRIP #242,"US-41, EXIT 97",69238
AL,Tuscumbia,34.177259,-88.370542,3.849,LOVES TRAVEL STOP #580,SR-20/157 & SR-133,69239
NC,Newport,34.38889,-78.80936,3.699,SPEEDWAY #7946,SR-24,69245
CO,Wellington,37.936282,-106.678751,3.199,MAVERIK #5150,"I-25, EXIT 278 & SR-1",69250
NC,Youngsville,36.741831,-77.768184,2.9523,SPEEDWAY #6977,SR-96,69252
MS,Greenwood,31.994587,-89.228696,3.199,THE LANDING,US-82,69255
TX,Catarina,28.3522,-99.6104,3.024,CATARINA ONE STOP,US-83,69257
TX,Pleasanton,28.9669,-98.517,3.099,TEX-BEST #525,"I-37, EXIT 109 & SR-97",69258
TN,Cleveland,41.4993,-81.6944,3.449,SPEEDWAY #7162,US-74/SR-311,69259
IL,Bensenville,38.955339,-87.177313,3.439,THORNTONS #314,SR-83,69261
MS,Columbus,39.9612,-82.9988,3.249,LOVES TRAVEL STOP #564,US-82 & SR-50 & SR-12,69263
IA,De Witt,43.476245,-91.507585,3.624,KWIK STAR #207,"US-61, EXIT 311B & US-30",69288
MN,Duluth,46.029748,-94.72078,3.499,KWIK TRIP #224,"I-35, EXIT 254",69289
WI,Fond Du Lac,45.368543,-87.807684,3.4457,LOVES TRAVEL STOP #587,"I-41/US-45, EXIT 97",69290
UT,Salina,41.508856,-112.788905,3.7057,LOVES TRAVEL STOP #581,"I-70, EXIT 56 & US-89",69291
WI,Sparta,44.062661,-91.07239,3.2423,KWIK TRIP #317,"I-90, EXIT 28 & SR-16",69294
MN,Cloquet,46.053278,-92.991368,3.319,KWIK TRIP #234,"I-35, EXIT 239",69296
WI,Merrill,44.615602,-90.313567,3.4073,KWIK TRIP #241,"US-51, EXIT 208 & SR-64",69297
NC,Wilkesboro,34.341831,-77.556419,3.134,SPEEDWAY #7912,US-421/SR-16,69299
NC,Grantsboro,36.624184,-77.874066,3.4407,SPEEDWAY #8262,SR-306 & SR-55,69300
NC,Belhaven,36.200654,-77.979948,3.1973,SPEEDWAY #6969,US-264 & SR-99,69301
IL,Grayville,41.167104,-89.400843,3.799,ROAD RANGER #268,"I-64, EXIT 130 & SR-1",69305
FL,Jasper,27.41922,-81.201489,3.369,PILOT TRAVEL CENTER #500,"I-75, EXIT 460 & SR-6",69306
IL,Hamel,40.296516,-91.094961,3.5265,LOVES TRAVEL STOP #578,I-55 EXIT 30 & SR-140,69307
PA,Middletown,41.420164,-75.04799,3.759,LOVES TRAVEL STOP #535,SR-283,69308
IA,Mount Pleasant,41.393892,-94.578173,3.5657,PILOT TRAVEL CENTER #1012,"US-218, EXIT 42B & US-34",69309
TX,Junction,32.366252,-98.578167,3.599,PILOT TRAVEL CENTER #1006,"I-10, EXIT 456 & US-377",69310
NV,Hawthorne,39.307633,-116.711256,4.079,GOLDEN GATE TRUCKSTOP HAWTHORNE,US-95/SR-362,69311
PA,Duncannon,41.714281,-75.736226,3.5523,ONVO TRAVEL PLAZA - DUNCANNON,US-11/15,69312
WA,Seattle,47.6062,-122.3321,4.399,PETERSONS DIESEL FUELING,"I-5, EXIT 156",69313
IL,Bridgeview,39.684751,-90.989078,3.919,Circle K #4706799,"I-55, EXIT 283 & SR-43",69314
IL,Marshall,32.5449,-94.3674,3.3357,ROAD RANGER #269,"I-70, EXIT 147 & SR-1",69315
NJ,Avenel,40.445963,-75.571011,3.3723,FUEL ONE,US-9 & SR-35,69318
NC,Goldsboro,35.083007,-78.121125,3.599,SPEEDWAY #8190,US-117/13 BYP S,69319
TX,Gonzales,29.5002,-97.4503,2.8757,CIRCLE K #2741546,US-90,69321
TX,Winnie,29.8238,-94.383,3.2323,SHELL SERVICE STATION,"I-10, EXIT 828 & SR-73",69322
ME,Houlton,43.817476,-69.81428,3.899,CIRCLE K #4707006,"I-95, EXIT 302 & US-1",69324
WI,Green Bay,44.439131,-91.019449,3.3907,KWIK TRIP #292,"I-43, EXIT 183",69330
MI,Wayland,42.061912,-84.844919,3.599,SPEEDWAY #3578,"US-131, EXIT 64",69333
TN,Lebanon,34.330198,-86.542345,2.9223,SPEEDWAY #7148,"I-40, EXIT 232 & SR-109",69336
IN,Pierceton,38.58472,-86.584749,3.729,SPEEDWAY #6139,US-30 & SR-13,69338
OH,Monroe,38.924077,-82.40315,3.2023,SPEEDWAY #9383,"I-75, EXIT 29 & SR-63",69339
TX,San Antonio,29.4241,-98.4936,2.899,CIRCLE K #2741067,"I-410/US-281, EXIT 41",69341
IN,Hammond,39.831779,-84.290631,3.439,WARREN OIL,"I-90, EXIT 3 & US-41 & SR-912",69342
TX,Stockdale,30.483899,-98.366402,3.079,CIRCLE K #2741078,SR-97 & SR-123,69344
PA,Middletown,41.420164,-75.04799,3.8223,RUTTERS #20,"I-76, EXIT 247 & I-283, EXIT 1A",69345
PA,Tunkhannock,40.996634,-79.106814,3.699,D AND C FUEL SALES,US-6 & CR-4019,69346
PA,Pittsburgh,40.4406,-79.9959,3.909,SPEEDWAY #2910,"I-79, EXIT 55",69353
IN,Danville,40.067073,-85.91416,3.789,CIRCLE K #4702411,US-36,69354
MI,Hart,42.214853,-85.250801,3.474,HART MARATHON,US-31,69362
TN,Portland,45.5051,-122.675,2.959,Circle K #4703911,SR-109 & SR-52,69365
PA,Baden,40.820164,-77.959755,3.9123,SPEEDWAY #2912,SR-65,69369
TX,Woodway,30.63684,-98.754637,2.9857,7-ELEVEN #40558,SR-6 & CR-185,69374
OH,Barberton,41.60643,-81.873739,3.5823,CIRCLE K #4705628,SR-21 & SR-585,69377
IA,Des Moines,41.5868,-93.625,2.9873,Kum & Go #0535,US-6 & US-65,69379
NE,Bennet,41.637135,-98.0122,3.229,CASEYS #2967,SR-43 & SR-2,69380
WI,Kaukauna,43.756778,-89.307684,3.369,KWIK TRIP #209,"US-41, EXIT 148 & SR-55",69384
IL,Gilman,40.378869,-90.724372,3.444,MINIT MART #600625,"I-57, EXIT 283 & US-24",69390
IN,Pendleton,45.6721,-118.7886,3.5757,LOVES TRAVEL STOP #600,"I-69, EXIT 214",69392
OH,Bidwell,39.782901,-84.397268,3.849,LOVES TRAVEL STOP #594,US-35 & SR-850,69393
OH,Troy,41.559371,-84.256091,3.1357,SPEEDWAY #3424,"I-75, EXIT 73 & SR-55",69394
IN,Indianapolis,39.7684,-86.1581,3.599,SPEEDWAY #3766,US-52,69395
TN,Crossville,36.530198,-85.501169,3.0723,SPEEDWAY #7158,"I-40, EXIT 320 & SR-98",69396
TN,Jackson,32.2988,-90.1848,3.349,SPEEDWAY #7163,"I-40/US-412, EXIT 85",69397
TN,Chattanooga,35.0456,-85.3097,3.0823,SPEEDWAY #7114,"I-75, EXIT 4, SR-153, EXIT 1 & US-64/US-11",69398
TN,Athens,36.412551,-87.318816,3.349,SPEEDWAY #7147,"I-75, EXIT 49 & SR-30",69399
KY,Benton,39.144611,-86.655361,3.199,CASEYS #4411,US-641 & SR-58,69400
IA,Council Bluffs,41.2619,-95.8608,3.599,CASEYS #3205,"I-29, EXIT 47 & US-275/SR-92",69401
OH,Mount Gilead,41.159371,-83.161974,3.759,SHELL,"I-71, EXIT 151 & SR-95",69402
SD,Selby,44.599782,-99.977063,3.089,SHORTYS ONE STOP,US-83/12/SR-20,69403
TX,Cisco,32.260369,-98.472285,3.1423,FLYING J #551,"I-20, EXIT 330 & SR-206",69405
SD,Blunt,43.188017,-97.630004,3.1015,Cenex,US-14/CR-812 & US-83,69407
SD,Box Elder,42.882135,-100.947652,3.989,LOVES TRAVEL STOP #602,"I-90, EXIT 67B",69410
OH,Paulding,41.629959,-82.967856,3.699,CIRCLE K #4705724,US-127 & CR-144,69412
OK,Clinton,35.771224,-94.731858,3.149,ASAP GENERAL STORE #300,"I-40, EXIT 66 & US-183",69413
KY,Bowling Green,38.732846,-83.690655,2.999,FLEX MARKET,"I-65 EXIT20, US-31 W EXIT 4",69414
TX,Roans Prairie,30.354487,-97.484049,3.0723,CIRCLE K #2740541,HWY 90,69416
VA,Drewryville,36.657572,-77.314086,3.049,LOVLEN FOODS,US-58 & SR-615,69417
TX,El Paso,31.7619,-106.485,2.9157,CIRCLE K #2741257,"I-10, EXIT 19B",69421
TX,El Paso,31.7619,-106.485,2.9057,FAST MARKET #4574,SR-375 & CR-258,69423
NM,Deming,32.2687,-107.7586,3.049,5R TRAVEL CENTER,"I-10, US HWY 180, EXIT 82A",69425
