state_code,city,lat,lon,price_per_gallon,name,address,opis_id
TX,Marshall,32.5449,-94.3674,2.899,PUMP N PANTRY #15,"I-20, EXIT 617 & US-59",1834
TX,San Angelo,31.107428,-98.913461,3.244,Stripes #42457,US-67/US-277,1849
MI,Byron Center,42.5325,-84.650801,3.499,EXIT 76 AUTO TRUCK PLAZA,US-131,1855
TX,San Antonio,29.4241,-98.4936,3.224,FLYING J TRAVEL PLAZA #737,"I-10, EXIT 583",1858
WV,Sutton,37.920638,-80.769159,3.559,GO MART FOOD STORE #44,"I-79, EXIT 67 & US-19/SR-4",1859
KY,Walton,38.56814,-84.096538,3.019,MR FUEL #278,"I-75/71, EXIT 175 & SR-338",1860
AZ,Kingman,35.1895,-114.053,3.899,PETRO STOPPING CENTER #315,"I-40, EXIT 66",1861
MI,Benton Harbor,43.579559,-83.69786,3.649,PRI MART FUEL CENTER,"I-94, EXIT 29",1866
MI,Niles,44.167794,-84.47433,3.799,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",1873
TX,Seagoville,32.095663,-96.03699,2.9507,CIRCLE K #2744529,US-175,1874
MN,Lakeville,46.465042,-92.409016,3.549,HOLIDAY STATIONSTORE #3552,"I-35, EXIT 81 & SR-70",1879
TX,Sterling City,30.460369,-98.172285,3.2807,STRIPES 7FLEET #42449,US-87,1888
TX,Stratford,32.272134,-98.189932,2.9657,TOOT N TOTUM #105,US-54 & US-287,1889
TX,Terrell,32.7357,-96.2752,2.8707,MIKE MCDONALD TRUCK STOP,"I-20, EXIT 509",1893
TX,Three Rivers,28.4613,-98.1851,3.0657,CIRCLE K #2741544,"I-37 & SR-72, EXIT 69",1894
TX,Tye,30.672134,-98.207579,2.8757,YESWAY #1077,"I-20/US-84, EXIT 278",1897
TX,Whitesboro,30.530958,-97.254637,2.8857,LUCKY TRUCK STOP,US-82,1905
UT,Cedar City,38.779444,-110.865375,3.459,RALLYSTOP #1,"I-15, EXIT 62",1909
UT,Green River,41.5272,-109.466,3.709,LOVES TRAVEL STOP #792,"I-70, EXIT 160",1914
UT,Park City,39.638267,-110.95361,3.4523,BELL TRUCK STOP,"I-80, EXIT 146",1921
UT,Salina,41.508856,-112.788905,3.459,SCENIC QUIK STOP,"I-70, EXIT 54 & US-89",1923
KS,Wellington,37.556012,-94.63531,3.299,CASEYS #3058,"I-35, EXIT 19 & US-160 E",1930
UT,Woods Cross,40.602973,-111.147728,3.459,RBS ONE STOP,"I-15, EXIT 320",1931
VA,Austinville,36.904631,-78.531733,3.2407,CIRCLE K #2723710,"I-77, EXIT 24",1934
VA,Bristol,38.434043,-80.084674,3.399,QUICK STOP MARKET #36,"I-81, EXIT 10 & US-11",1936
VA,Dublin,37.186984,-78.390556,3.199,7-ELEVEN #40063,"I-81, EXIT 98 & SR-100",1940
VA,Lambsburg,38.245808,-76.396439,3.589,LOVES TRAVEL STOPS #399,"I-77, EXIT 1 & SR-620",1944
VA,King George,36.598749,-79.74938,3.399,7-ELEVEN #34515,"I-81, EXIT 205",1950
VA,Staunton,38.975219,-77.278792,3.3857,CIRCLE K #2723713,"I-81, EXIT 205",1951
VA,Gordonsville,37.245808,-80.190556,3.699,FAS MART #3555,"I-64, EXIT 136 & US-15",1953
VA,Suffolk,39.010513,-76.272909,3.0323,Joe's Kwik Mart #8409,US-58 & CR-645,1954
VA,Toms Brook,36.422278,-78.461144,3.659,PILOT TRAVEL CENTER #4642,"I-81, EXIT 291",1956
VA,Wytheville,36.9484,-81.0848,3.4123,SPEEDWAY #4618,"I-81 & I-77, EXIT 77",1958
VT,Montpelier,42.887052,-71.501862,3.699,MAPLEWOOD IRVING,"I-89, EXIT 7",1960
KY,Grayson,39.156375,-84.678891,3.799,SUPER QUIK,"I-64, EXIT 172 & SR-1/SR-7",1962
WA,Spokane,47.6588,-117.426,3.974,One9 #963,"I-90, EXIT 276",1976
WA,Toledo,41.6639,-83.5552,3.839,GEE CEES TRUCK STOP,"I-5, EXIT 57",1977
WI,Bloomer,44.333249,-91.690037,3.4157,KWIK TRIP #427,"US-53, EXIT 110 & SR-40",1983
WI,Camp Douglas,42.956778,-91.390037,3.154,Camp Douglas BP,"I-90 & I-94, EXIT 55",1985
WI,Marinette,45.050896,-90.525332,3.399,RIVER CITY TRAVEL PLAZA,US-41,2000
WI,Superior,42.803837,-87.790037,3.339,KWIK TRIP #222,US-53/US-2,2002
WI,Sheboygan,42.803837,-89.466508,3.2907,KWIK TRIP #139,"I-43, EXIT 120 & CR-V/CR-OK",2009
WV,Bruceton Mills,39.744167,-81.016218,3.499,BFS FOODS #72,"I-68, EXIT 23 & SR-26",2020
WV,Huntington,37.861814,-79.286806,3.499,GO MART FOOD STORE #59,"I-64, EXIT 15 & US-60",2021
WV,Ivydale,38.885344,-80.857394,3.599,GO MART FOOD STORE #86,"I-79, EXIT 40 & SR-16",2022
WY,Mills,42.432437,-109.481902,3.169,HOMAX SERVICE,"I-25, EXIT 188",2029
WY,Casper,42.938319,-106.25249,3.429,GHOST TOWN FUEL STOP,US-26/US-20,2030
WY,Cheyenne,41.432437,-106.305431,3.699,TA CHEYENNE TRAVEL CENTER,"I-80, EXIT 377 & SR-217/CR-140",2034
WY,Douglas,43.738319,-106.464255,3.499,Fast Stop Travel Centers #1133,"I-25, EXIT 126 & US-18/20",2040
WY,Pine Bluffs,43.444201,-105.158372,3.699,PINE BLUFFS SINCLAIR,"I-80, EXIT 401 & US-30",2041
WY,Wamsutter,43.020672,-107.646608,3.499,One9 #1251,"I-80, EXIT 173",2044
TX,San Antonio,29.4241,-98.4936,3.059,STRIPES #40522,"I-10, EXIT 550",2074
TX,Seymour,29.754487,-96.76052,3.299,ALLSUPS CONVENIENCE STORE #2159,US-283 BUS/US-277 BUS & SR-422,2076
TX,Slaton,31.719193,-97.131108,2.969,ALLSUPS CONVENIENCE STORE #2366,US-84 & CR-3300,2078
TX,Wickett,31.813311,-96.03699,2.879,Main Street Market #112,"I-20, EXIT 73",2084
UT,Logan,41.250032,-110.635963,3.4257,LWS TRUCK STOP,SR-30,2087
UT,Richfield,40.661797,-111.006552,3.699,FLYING J TRAVEL PLAZA #773,"I-70, EXIT 40",2088
UT,Snowville,40.791208,-111.165375,3.749,FLYING J TRAVEL PLAZA #774,"I-84, EXIT 7",2089
WI,Reedsburg,44.227367,-89.907684,3.194,KWIK TRIP #838,SR-23/SR-33,2115
WY,Laramie,41.3114,-105.5911,3.249,BIG D #44,"I-80, EXIT 311 & SR-130",2125
MD,Thurmont,40.093358,-78.893277,4.099,Mountain View Truck Stop,US-15,2144
MN,Fairmont,45.417983,-95.44431,3.299,SPEEDWAY #4709,"I-90, EXIT 102",2152
MN,Saint Cloud,46.93563,-94.756074,3.2873,PILOT TRAVEL CENTERS #134,"I-94, EXIT 171 (CR 75)",2167
VA,Raphine,39.222278,-80.384674,3.659,PILOT TRAVEL CENTER #4649,"I-64 & I-81, EXIT 205",2182
WV,Mount Nebo,39.82652,-79.975041,3.599,GO MART FOOD STORE #51,US-19/SR-129,2192
OH,Jackson,32.2988,-90.1848,3.799,A AND A TRUCKSTOP,US-35 & CR-41,2194
OH,Ravenna,41.582901,-83.338444,3.3157,Certified Oil #400410,I-76 EXIT 43,2196
AL,Lynn,32.1302,-84.594071,3.6823,NATURAL BRIDGE SHELL,US-278 & SR-5,2204
AR,North Little Rock,35.281469,-93.564299,3.0323,Roadrunner #471,"I-40/US-65, EXIT 142 & SR-365",2209
GA,Braselton,34.470031,-82.681309,3.2723,PILOT TRAVEL CENTER #66,"I-85, EXIT 129",2219
GA,Register,33.446501,-84.23425,3.2323,PO JOS GAS N GO,"I-16 SR-404, EXIT 116 & US-301/SR-73",2223
IL,Naperville,38.861222,-90.089078,3.329,SPEEDWAY #7448,SR-59,2227
MO,Saint Louis,38.627,-90.1994,2.899,QUIKTRIP #605,"I-270, EXIT 33",2231
OH,Millbury,39.135842,-81.785503,3.4923,S&G #36,"I-280, EXIT 2 & SR-795",2255
TN,Cross Plains,37.083139,-86.895286,2.949,Circle K #4703917,"I-65, EXIT 112 & SR-25",2267
FL,Bartow,26.807455,-83.919136,3.5223,CIRCLE K #2707321,SR-60,2283
PA,Bedford,41.078987,-77.059755,4.099,SAC SHOP #511,"I-76/I-70, EXIT 146 & I-99/US-220 EXIT 1",2287
SC,Rock Hill,35.133363,-81.995007,3.079,SCOTCHMAN #3894,"I-77, EXIT 73 & SR-901",2306
TN,Chattanooga,35.0456,-85.3097,2.889,MAPCO #3686,"I-24, EXIT 175",2310
TN,Christiana,35.918433,-87.265874,3.1323,SHELL,"I-24 & EPPS MILL RD, EXIT 89",2311
VA,Portsmouth,37.175219,-76.678792,3.499,PINNERS POINT,SR-135,2331
VA,Wytheville,36.9484,-81.0848,3.549,FLYING J TRAVEL PLAZA #754,"I-77 & I-81, EXIT 77",2336
WI,Prentice,43.109719,-87.631214,3.039,RSTORE #4478,SR-8 & SR-13,2340
TX,Royse City,31.989781,-97.678167,2.899,PWI #106,"I-30, EXIT 77B",2557
OH,Franklin,40.418195,-82.932562,3.3523,PILOT TRAVEL CENTERS #9,"I-75, EXIT 36",2602
WI,Janesville,44.897955,-89.39592,3.299,TA JANESVILLE TRAVEL CENTER,"I-90/I-39, EXIT 171B & US-14",2623
WY,Rawlins,41.7911,-107.2387,3.319,WEST END SINCLAIR,"I-80, EXIT 211",2626
NJ,Penns Grove,39.234198,-74.088658,3.989,PILOT TRAVEL CENTERS #253,"I-295 & NJ TRNPK,  EXIT 2B",2629
OR,Aurora,39.7294,-104.8319,3.859,FLYING J #584,"I-5, EXIT 278",2635
WY,Riverton,43.997142,-108.246608,4.399,PIT STOP TRAVEL CENTER,US-789,2638
IL,Nashville,36.1627,-86.7816,3.349,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",2640
CO,Erie,37.677458,-103.219928,3.499,FREDERICKS TRAVEL CENTER,"I-25/US-87, EXIT 235 & SR-52",2644
WV,Mineral Wells,39.532402,-81.633865,3.499,PAR MAR FOOD STORE #89,"I-77/SR-2, EXIT 170 & SR-14 E",2756
KS,Hanover,38.214835,-94.51178,2.9557,PONY EXPRESS SERVICE CENTER,US-36 & SR-148,2761
OK,Hooker,36.15946,-97.255388,3.5623,LOVES TRAVEL STOP #046,US-64/54 & SR-94,2764
CO,Lamar,38.830399,-106.855222,3.4623,LOVES TRAVEL STOP #023,US-50 & US-287,2765
IN,Fremont,37.5483,-121.9886,3.899,PILOT TRAVEL CENTERS #29,"I- 80, EXIT 144; I-69, EXIT 357",2772
ID,Heyburn,44.269871,-116.305299,3.5607,Stinker #121,I-84 & EXIT 208,2779
VT,Wells River,42.769405,-74.960686,3.569,JIFFY MART #451,"I-91, EXIT 17 & SR-302",2788
ID,Downey,42.834577,-112.93471,3.799,Fast Stop Travel Centers #1145,"I-15,  EXIT 31",2805
TN,Clarksville,36.5298,-87.3595,3.3073,SUDDEN SERVICE #25,"I-24, EXIT 11",2807
NY,Weedsport,42.759844,-76.015698,3.899,KWIK FILL #22,"I-90, EXIT 40 & SR-34/SR-31",2811
WA,Chehalis,47.218549,-119.593435,4.299,Chevron #382354,"I-5/US-12, EXIT 72",2817
AZ,Tonopah,33.759171,-112.798868,3.939,TA TONOPAH TRAVEL CENTER,"I-10, EXIT 103",2848
AZ,Yuma,32.653288,-113.645927,3.479,SPEEDWAY #2958,"I-8, EXIT 12",2851
LA,Tallulah,30.564078,-93.411923,3.209,TA TALLULAH TRAVEL CENTER,"I-20, EXIT 171 & US-65",2862
MO,Neosho,39.156085,-92.54425,3.059,KUM & GO #0493,I-49 BUS/SR-59,2864
CO,Pueblo,38.2544,-104.6091,3.399,CIRCLE K #2744138,"I-25, EXIT 101 & US-50/SR-47",2875
FL,Ocala,28.41922,-81.872077,3.3857,PILOT TRAVEL CENTER #293,"I-75, EXIT 341 & CR-484",2883
GA,Bainbridge,33.352384,-84.640133,3.599,SP Truckstop & Travel Center,US-84/SR-38,2885
AL,Moulton,31.683142,-85.335248,3.099,MOULTON COWBOYS,SR-157,2889
NV,Sparks,37.519397,-115.299492,3.949,PETRO STOPPING CENTER #338,"I-80, EXIT 21",2891
OH,New Philadelphia,38.935842,-84.644327,3.3157,EAGLE TRUCK STOP,I-77 EXIT 81,2895
ID,Lewiston,45.340459,-114.928828,3.669,NORTH LEWISTON DYNAMART,US-12 & SR 128,2896
WY,Lyman,41.29126,-107.028961,3.4657,GAS N GO #15,"I-80, EXIT 41",2897
ND,Fargo,47.793618,-98.310483,3.569,FLYING J TRAVEL PLAZA #685,"I-29 & I- 94, EXIT 349",2910
TN,Dandridge,37.23608,-84.512933,3.259,ONE9#226,"I-40, EXIT 417 & SR-92",2913
ID,Fort Hall,44.8934,-114.240593,3.519,TP TRUCK STOP,"I-15, EXIT 80",2915
VA,Rustburg,37.669337,-76.184674,3.519,GOLDYS TRUCK PLAZA,US-29,2917
NM,Albuquerque,35.0844,-106.6504,3.5207,LOVES TRAVEL STOP #210,"I-40, EXIT 158",2922
VA,Ruther Glen,37.9315,-77.4885,3.6,LOVES TRAVEL STOP #435,"I-95, EXIT 104 & SR-207",2923
TX,Jasper,30.483899,-98.948755,3.1323,HWY 190 FUEL STOP,US-190,2924
PA,Harrisburg,41.243693,-76.812696,3.499,EXIT 77 TRAVEL PLAZA,"I-81, EXIT 77 & SR-39",2926
ND,Steele,46.311265,-101.363424,3.599,TA EXPRESS STEELE,"I-94, EXIT 200 & SR- 3",2929
FL,Jacksonville,30.3322,-81.6557,3.299,CIRCLE K #2726163,"I-295, EXIT 22",2935
KY,Walton,38.56814,-84.096538,3.0857,FLYING J TRAVEL PLAZA #664,"I-75, EXIT 171",2937
NC,Charlotte,35.2271,-80.8431,3.5523,PILOT TRAVEL CENTERS #275,"I-85, EXIT 39 I-77, EXIT 13",2956
ND,Jamestown,46.4995,-101.398718,3.629,SUPERPUMPER #26,"I-94, EXIT 258 & US-281",2963
OH,Perrysburg,41.5578,-83.6274,3.7857,PETRO STOPPING CENTER #317,"I-57, EXIT 71",2967
LA,Monroe,30.517019,-91.753099,3.129,E-Z MART #4460,"I-20,  EXIT 124",2968
SD,Kadoka,43.8372,-101.4998,3.229,DISCOUNT FUEL,"I-90, EXIT 150 & SR-73",2977
AL,Knoxville,35.9606,-83.9207,3.089,CIRCLE K #2723726,"I-59/I-20, EXIT 52 & US-11/US-43/SR-7",2982
LA,Delta,29.705254,-92.158981,2.994,CHEVRON,"I-20, EXIT 186",3003
FL,Live Oak,27.866279,-81.942665,3.779,BUSY BEE,"I-10, EXIT 283 & US-129",3008
PA,Greencastle,40.514281,-75.065637,3.959,TA GREENCASTLE TRAVEL CENTER,"I-81, EXIT 5",3022
MO,Cardwell,37.038438,-92.226603,3.199,Mr Ts Riverside,US-412,3030
CO,Lamar,38.830399,-106.855222,3.399,PORTS TO PLAINS TRAVEL PLAZA,US-50 & US-287,3064
VA,Madison Heights,37.869337,-79.484674,3.4957,SPEEDWAY #4638,US-29,3086
WI,Merrill,44.615602,-90.313567,3.2407,RSTORE #4488,US-51,3093
AL,Dothan,31.847847,-84.735248,3.959,HOBO PANTRY #6,US-431/SR-210,3096
NY,Champlain,42.30102,-73.333345,3.799,MOBIL,"I-87, EXIT 42 & US-11",3118
GA,Jackson,32.2988,-90.1848,3.334,TA ATLANTA SOUTH TRAVEL CENTER,"I-75, EXIT 201 & SR-36",3128
CO,Grand Junction,39.0639,-108.5506,4.049,TA EXPRESS #6264,"I-70, EXIT 26 & US-50",3138
OK,Calumet,35.041813,-95.667152,3.1057,CHEROKEE TRAVEL MART,"I-40,  EXIT 108",3139
MO,Neosho,39.156085,-92.54425,3.059,YESWAY #1038,US-60 & SR-86,3148
AL,Tuscumbia,34.177259,-88.370542,3.0073,QUIK MART #18,US-72/SR-157,3155
OK,Tulsa,34.441813,-97.06127,3.039,QUIKTRIP #71,"I-44, EXIT 238",3163
OK,Tulsa,34.441813,-97.06127,3.039,QUIKTRIP #102,"I-44, EXIT 222A",3164
OK,Tonkawa,35.394754,-98.931858,3.584,LOVES TRAVEL STOP #213,"I-35, EXIT 211",3165
AL,Jasper,31.671377,-87.117601,3.229,JASPER FOOD MART,US-78,3167
TN,Cookeville,34.600786,-85.85411,3.084,One9 #265,"I-40, EXIT 287 & SR-136",3171
IN,New Paris,40.137661,-87.167102,3.6573,BP,US-6 & SR-15,3176
WA,Kent,48.430314,-119.275788,4.599,ERNIES FUEL STOP #1605,SR-167,3178
IN,Lake Station,41.5742,-87.252,3.5657,MR FUEL #1020,"I-80 & I-94, EXIT 15B",3179
TN,Manchester,36.871374,-84.742345,3.049,BUSY CORNER TRUCK STOP AND MARKET,"I-24, EXIT 105 & US-41/SR-2",3191
SD,Colman,45.423311,-101.230004,3.159,CROSSROADS TRUCK STOP STATION,"I-29 & SR 34, MM 109",3205
MN,Perham,44.429748,-95.814898,3.499,PERHAM OASIS,US-10 & SR-78,3206
FL,Polk City,27.913338,-80.177959,3.449,SHELL TRUCKSTOP,"I-4, EXIT 44",3215
KY,Oak Grove,37.391669,-86.478891,3.0423,MAXS #124,"I-24, EXIT 86 & US-41",3216
AR,Bald Knob,33.575586,-92.452535,3.395,Pilot #1440,"US-67, EXIT 55 & US-64/US-167 & SR-367",3221
FL,Pompano Beach,28.725103,-79.613254,3.759,POMPANO TRUCK STOP,"I-95, EXIT 36B",3222
PA,Harrisburg,41.243693,-76.812696,3.609,ONE9 #245,"I-81, EXIT 77 & SR-39",3226
SC,Summerville,33.874539,-81.342066,3.219,ONE9 MR FUEL #64,"I-26 & US-17, EXIT 199",3227
TX,Falfurrias,31.648605,-97.784049,3.299,STRIPES #40815,US-281 & US-285,3230
AR,Earle,33.481469,-91.04077,3.3673,TA WEST MEMPHIS TRAVEL CENTER,"I-40/US-63, EXIT 260 & SR-149",3264
WY,Lusk,43.31479,-105.864255,3.689,OUTPOST TRUCK STOP,US-85 & US-18/US-20,3280
PA,Milton,39.843693,-78.789167,3.799,AMERICAN TRUCK PLAZA,I-80 EXIT 215 & SR-254,3281
MO,Lamar,38.720791,-90.056015,3.199,CASEYS #4390,"I-49/US-71, EXIT 77 & US-160",3284
WY,Cheyenne,41.432437,-106.305431,3.7007,SAPP BROS TRAVEL CENTER,"I-80, EXIT 370",3297
AR,North Little Rock,35.281469,-93.564299,3.249,TRUCKOMAT OF N LITTLE ROCK,"I-40, EXIT 161 & SR-391",3316
NY,Central Square,42.265726,-74.374522,4.299,MIRABITO #61,"I-81, EXIT 32",3326
NH,Greenland,44.081904,-71.255072,3.759,TA # 211 GREENLAND TRAVEL CENTER,"I-95, EXIT 3A & US-101",3330
MS,Meridian,33.488705,-90.605167,2.939,QUEEN CITY TRUCK STOP,"I-20 & I-59, EXIT150",3349
OK,Oklahoma City,35.4676,-97.5164,2.879,E-Express at Central Truck Stop,"I-35, EXIT 137",3383
CO,Longmont,40.1672,-105.1019,3.239,LONGMONT TRUCK STOP,"I-25/US-87, EXIT 240 & SR-119",3386
SC,Winnsboro,34.721598,-81.924419,3.0907,POPS Mart #333,"I-77, EXIT 48 & SR-200",3401
LA,Winnfield,30.834666,-92.158981,3.319,COUNTRY GIRL TRUCK STOP,US-167 & SR-156,3413
GA,Metter,33.411207,-84.675427,3.249,JAYS EL CHEAPO FUEL STOP,"I-16, EXIT 104",3415
WV,Jane Lew,37.967697,-80.645629,3.999,Par Mar Store #164,"I-79, EXIT 105 & CR-7",3418
WA,Federal Way,46.030314,-119.752259,4.599,ERNIES TRUCK STOP,"I-5, EXIT 142",3421
TX,Seguin,29.5688,-97.9647,2.889,PWI #167,"I-10, EXIT 601",3422
IN,Fremont,37.5483,-121.9886,3.699,JOHNNYS MARKET,"I-69, EXIT 357",3427
IN,Remington,41.220014,-86.143572,3.684,PILOT TRAVEL CENTER #34,"I-65, EXIT 201 & US-231",3432
TX,Georgetown,31.366252,-98.842873,2.799,PWI #168,"I-35, EXIT 266 & SR-195",3435
FL,Orlando,28.5383,-81.3792,3.449,Acme Truck Stop,US-441/SR-500,3444
IA,Algona,41.217421,-91.772291,3.499,CHROME TRUCK STOP,US-18 & US-169,3460
ID,Boise,43.615,-116.2023,3.379,BOISE PETROLEUM LLC,"I-84,  EXIT 71",3464
GA,Savannah,32.411207,-84.040133,3.1257,MR FUEL DBA ONE9 #72,"I-16, EXIT 160",3471
NC,Kannapolis,35.424184,-79.338772,3.499,PILOT TRAVEL CENTERS #56,"I-85, EXIT 63",3475
VT,Springfield,39.7817,-89.6501,3.699,CIRCLE K #4707404,"I-91, EXIT 7",3477
GA,Perry,33.799443,-81.569545,3.099,FAST MARKET #4550,"I-75/SR-401, EXIT 136 & US-341",3479
GA,Cartersville,32.611207,-82.063662,3.0857,CIRCLE K #2723675,"I-75, EXIT 290 & SR-20",3493
TX,Orange,31.142722,-98.26052,3.309,PILOT TRAVEL CENTERS #431,"I-10, EXIT 873",3519
TX,Livingston,31.119193,-96.019343,2.859,SUNMART #308,US-59,3522
OH,Anna,39.00643,-83.673739,3.064,JOE STOP 99,"I-75, EXIT 99 & SR-119",3526
IA,Jefferson,40.652715,-93.236997,3.2323,SPARKYS ONE STOP #22,"I-35, EXIT 111B & US-30",3530
TX,Amarillo,32.119193,-99.566402,3.279,PETRO STOPPING CENTER #307,I-40 EAST & S LAKESIDE Dr,3536
TX,Seguin,29.5688,-97.9647,3.099,Bigs 211,"I-10, EXIT 620 & SR-123",3539
MN,South Saint Paul,47.017983,-94.050192,3.499,STOCKMENS TRUCK PLAZA,"I-494, EXIT 64A",3545
WY,Sinclair,43.408907,-108.281902,3.759,STINKER I 80 TRAVEL PLAZA,"I-80, EXIT 221 & SR-76",3580
NV,Lovelock,39.02528,-116.517139,3.499,CHEVRON,"I-80, EXIT 129",3585
TX,Winnie,29.8238,-94.383,2.999,BINGO TRUCK STOP,"I-10, EXIT 829 & SR-124",3588
WY,Fort Bridger,42.750084,-106.658372,3.7157,TA BRIDGER TRAVEL CENTER #188,"I-80, EXIT 30 & CR-202",3592
UT,Parowan,39.12062,-111.200669,3.7057,TA Parowan Travel Center,"I-15, EXIT 78",3593
MO,Saint Joseph,38.379614,-91.450133,3.169,SPEEDYS #6,"I-35, EXIT 33",3605
IL,Tuscola,39.33181,-87.759666,3.199,FUEL MART #787,"I-57, EXIT 212 & US-36",3608
IN,South Bend,40.561191,-84.396513,3.799,PILOT TRAVEL CENTERS #35,"I-80/90, EXIT 72 & US-31",3614
OH,Toledo,41.6639,-83.5552,3.7723,PILOT TRAVEL CENTERS #15,"I-75, EXIT 210",3616
IN,Brazil,40.314132,-87.41416,3.659,ROAD RANGER #141,"I-70, EXIT 23",3619
OH,Wilmington,40.088783,-82.279621,3.1423,One9 #16,"I-71 & US-68, EXIT 50",3620
PA,Snow Shoe,41.514281,-77.27152,3.469,SNOW SHOE TRAVEL PLAZA,"I-80, EXIT 147 & SR-144",3645
TX,Alice,29.625075,-98.278167,3.099,TIMES MARKET #299,US-281 BUS,3678
MI,New Baltimore,42.3325,-84.315507,3.569,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",3688
NC,Charlotte,35.2271,-80.8431,3.5323,CHARLOTTE TRAVEL PLAZA,"I-77,  EXIT 16B",3692
IN,Warren,40.949426,-87.131807,3.399,WARREN TRAVEL PLAZA,"I-69, EXIT 278 & SR-5",3699
NY,Hogansburg,43.665726,-75.592169,3.649,BEARS DEN TRADING POST #101,ST 37 11 MI E OF MASSENA,3702
MN,Albert Lea,43.648,-93.368,3.299,SPEEDWAY #4704,"I-90, EXIT 154",3707
SD,Chamberlain,44.999782,-100.665299,3.299,SPEEDWAY #4706,"I-90, EXIT 265",3718
PA,Loretto,41.196634,-74.959755,3.999,KEYSTONE TRUCK STOP,US-22 & SR-164,3719
PA,Cochranton,40.255458,-77.465637,3.8157,GENEVA TRUCK STOP,"I-79, EXIT 35/141",3725
NY,Albany,40.736314,-73.898051,3.799,PLAZA 23 TRUCK STOP,"I-787, EXIT 2",3728
AR,West Helena,33.752057,-91.764299,3.399,JORDAN'S KWIK STOP #70,US-49,3737
MT,Columbus,39.9612,-82.9988,3.5807,PILOT TRAVEL CENTER #906-TOWN PUMP,"I-90, EXIT 408 & SR-78",3745
AR,Newport,35.481469,-91.781947,4.1323,EXXON,US-67 & SR-18,3759
VA,Emporia,36.692866,-78.037615,3.099,SIMMONS TRAVEL CENTER,"I-95, EXIT 8 & US-301",3767
CO,Burlington,37.877458,-105.284633,3.499,Brake Time Corner Market,"I-25, EXIT 240",3772
CO,Burlington,37.877458,-105.284633,3.889,SINCLAIR,"I-70, EXIT 438",3774
CO,Crook,40.359811,-103.343457,3.3823,REATTA TRAVEL STOP,"I-76, EXIT 149 & SR-55/CR-81",3781
CO,Denver,39.7392,-104.9903,3.299,CIRCLE K #2744095,"I-25, EXIT 215",3783
MN,Jackson,32.2988,-90.1848,3.299,SPEEDWAY #4701,"I-90, EXIT 73",3794
CO,Colorado Springs,38.8339,-104.8214,3.159,FAST MARKET,"I-25, EXIT 158",3817
OK,Perry,34.771224,-97.008329,3.2157,ONCUE EXPRESS #61,"I-35, EXIT 185 & US-77",3843
DE,Greenwood,38.171464,-75.374788,3.249,SHORE STOP #279,US-13,3868
MT,Deer Lodge,47.245454,-109.033765,3.519,Fics Plaza,"I-90, EXIT 184",3888
FL,Bradenton,26.348632,-80.742665,3.439,CIRCLE K #2701686,"I-75, EXIT 220",3889
NJ,Palisades Park,39.975375,-76.276893,3.279,SUNOCO,US-46 & SR-93,3907
FL,Fort Lauderdale,26.1224,-80.1373,3.699,SEMINOLE TRUCK STOP,"I-75, EXIT 354",3908
FL,Fort Lauderdale,26.1224,-80.1373,3.6657,MICCOSUKEE SERVICE PLAZA,"I-75, EXIT 49 & SR-84",3927
TN,Lebanon,34.330198,-86.542345,2.989,Uncle Petes Truck  Stop,"I-40, EXIT 239 & US-70/SR-26",3936
MO,Moberly,37.74432,-94.538368,3.469,Fast Lane,US-24 & US-63,3946
FL,Lake City,26.548632,-80.107371,3.699,SUNSTOP #337,"I-10/SR-8, EXIT 303 & US-441",3949
FL,Lake Placid,26.61922,-80.125018,3.399,CIRCLE K #2707451,US-27/SR-25 & SR-70,3956
MI,Mattawan,42.544265,-83.821389,3.494,SPEEDWAY #6604,"I-94, EXIT 66",3964
TX,Garland,32.9126,-96.6389,2.8423,EXXON - Pilot #1293,"I-30, EXIT 61",3970
OK,Oklahoma City,35.4676,-97.5164,3.319,LOVES TRAVEL STOP #205,"I-35 & I-44, EXIT 137",3973
OK,Elk City,35.412,-99.4043,3.1257,LOVES TRAVEL STOP #201,I-40 EXIT 41,3974
FL,Macclenny,27.360397,-82.613254,3.459,SUNSTOP #334,"I-10, EXIT 335 & SR-121",3975
IN,Gary,41.137661,-84.978866,3.8307,PETRO GARY 369,"I-80 & I-94, EXIT 9",3979
AR,El Dorado,34.187351,-93.899594,3.499,MISSILE MART #1,US-167 & SR-7,4006
WI,Baldwin,43.956778,-89.254743,3.503,BALDWIN TRAVEL PLAZA,"I-94, EXIT 19 & US HWY 63",4008
SC,Anderson,34.921598,-82.824419,2.909,BP,"I-85, EXIT 21  & US-178",4025
AR,Russellville,34.352057,-90.652535,3.387,PILOT TRAVEL CENTER #430,"I-40,  EXIT 84",4035
VA,Rocky Mount,38.445808,-80.296439,3.299,DUDLEYS TRUCK STOP RESTAURANT,US-220,4062
MS,Hattiesburg,33.90047,-87.799284,2.999,STUCKEY'S,"I-59, EXIT 67 & US-49",4063
FL,Miami,25.7617,-80.1918,3.699,SHELL DBA PILOT DEALER #874,US-41,4080
OK,Pryor,36.782989,-95.349505,3.099,E-Z MART #4411,HIGHWAY 69 & COBBLESTONE DR,4101
OK,Enid,36.594754,-98.155388,3.0823,ASAP GENERAL STORE #330,US-412/SR-15,4113
